dialogue_id,turn,misc,family
1859,turn 3,present,F
1859,turn 4,present,F
1859,turn 5,not_evidenced,F
1860,turn 1,present,E
1860,turn 2,absent,E
1861,turn 1,present,C
1861,turn 2,present,C
1861,turn 3,present,C
1861,turn 4,present,C
1861,turn 5,absent,C
1862,turn 1,present,F
1862,turn 2,absent,F
1863,turn 1,present,A
1863,turn 2,present,A
1863,turn 3,present,A
1863,turn 4,absent,A
1863,turn 5,present,A
1863,turn 6,present,A
1863,turn 7,present,A
1863,turn 8,present,A
1863,turn 9,present,A
1864,turn 1,present,A
1864,turn 2,present,A
1864,turn 3,absent,A
1865,turn 1,present,B
1865,turn 2,present,B
1865,turn 3,present,B
1865,turn 4,absent,B
1866,turn 1,present,F
1866,turn 2,present,F
1866,turn 3,present,F
1867,turn 1,absent,E
1867,turn 2,not_evidenced,E
1867,turn 3,present,E
1867,turn 4,present,E
1867,turn 5,present,E
1867,turn 6,present,E
1867,turn 7,absent,E
1867,turn 8,absent,E
1868,turn 1,present,A
1868,turn 2,present,A
1868,turn 3,absent,A
1868,turn 4,absent,A
1868,turn 5,absent,A
1868,turn 6,absent,A
1868,turn 7,absent,A
1869,turn 1,present,D
1869,turn 2,present,D
1869,turn 3,present,D
1869,turn 4,present,D
1869,turn 5,present,D
1869,turn 6,absent,D
1870,turn 1,present,F
1870,turn 2,present,F
1870,turn 3,absent,F
1871,turn 1,present,E
1871,turn 2,present,E
1871,turn 3,absent,E
1871,turn 4,present,E
1871,turn 5,absent,E
1871,turn 6,present,E
1871,turn 7,absent,E
1872,turn 1,present,C
1872,turn 2,present,C
1872,turn 3,present,C
1872,turn 4,absent,C
1872,turn 5,not_evidenced,C
1873,turn 1,present,A
1873,turn 2,present,A
1873,turn 3,present,A
1873,turn 4,present,A
1873,turn 5,absent,A
1873,turn 6,absent,A
1873,turn 7,not_evidenced,A
1874,turn 1,present,D
1874,turn 2,present,D
1874,turn 3,present,D
1874,turn 4,present,D
1874,turn 5,absent,D
1875,turn 1,present,A
1875,turn 2,not_evidenced,A
1876,turn 1,present,C
1876,turn 2,absent,C
1876,turn 3,absent,C
1877,turn 1,present,B
1877,turn 2,present,B
1877,turn 3,present,B
1877,turn 4,absent,B
1878,turn 1,present,B
1878,turn 2,not_evidenced,B
1878,turn 3,not_evidenced,B
1879,turn 1,present,A
1879,turn 2,not_evidenced,A
1879,turn 3,present,A
1879,turn 4,absent,A
1880,turn 1,present,B
1880,turn 2,not_evidenced,B
1880,turn 3,present,B
1880,turn 4,present,B
1880,turn 5,not_evidenced,B
1880,turn 6,absent,B
1880,turn 7,not_evidenced,B
1880,turn 8,not_evidenced,B
1881,turn 1,present,C
1881,turn 2,absent,C
1881,turn 3,absent,C
1881,turn 4,not_evidenced,C
1881,turn 5,not_evidenced,C
1881,turn 6,present,C
1881,turn 7,absent,C
1881,turn 8,not_evidenced,C
1882,turn 1,present,F
1882,turn 2,present,F
1882,turn 3,present,F
1882,turn 4,present,F
1882,turn 5,absent,F
1882,turn 6,absent,F
1883,turn 1,present,F
1883,turn 2,present,F
1883,turn 3,not_evidenced,F
1883,turn 4,not_evidenced,F
1883,turn 5,absent,F
1883,turn 6,absent,F
1883,turn 7,absent,F
1884,turn 1,present,E
1884,turn 2,present,E
1884,turn 3,absent,E
1885,turn 1,present,A
1885,turn 2,absent,A
1885,turn 3,present,A
1885,turn 4,absent,A
1885,turn 5,absent,A
1885,turn 6,absent,A
1886,turn 1,not_evidenced,B
1886,turn 2,not_evidenced,B
1886,turn 3,absent,B
1886,turn 4,present,B
1886,turn 5,absent,B
1886,turn 6,not_evidenced,B
1887,turn 1,not_evidenced,D
1887,turn 2,not_evidenced,D
1887,turn 3,not_evidenced,D
1887,turn 4,not_evidenced,D
1887,turn 5,not_evidenced,D
1887,turn 6,present,D
1887,turn 7,present,D
1887,turn 8,present,D
1887,turn 9,present,D
1887,turn 10,present,D
1887,turn 11,absent,D
1887,turn 12,present,D
1887,turn 13,absent,D
1887,turn 14,absent,D
1888,turn 1,absent,F
1888,turn 2,not_evidenced,F
1888,turn 3,not_evidenced,F
1888,turn 4,absent,F
1889,turn 1,present,D
1889,turn 2,absent,D
1889,turn 3,present,D
1889,turn 4,absent,D
1889,turn 5,present,D
1889,turn 6,absent,D
1889,turn 7,not_evidenced,D
1889,turn 8,absent,D
1890,turn 1,present,C
1890,turn 2,not_evidenced,C
1890,turn 3,absent,C
1890,turn 4,absent,C
1891,turn 1,absent,A
1891,turn 2,present,A
1891,turn 3,absent,A
1892,turn 1,present,D
1892,turn 2,present,D
1892,turn 3,not_evidenced,D
1892,turn 4,not_evidenced,D
1892,turn 5,absent,D
1892,turn 6,absent,D
1893,turn 1,not_evidenced,C
1893,turn 2,absent,C
1893,turn 3,absent,C
1893,turn 4,not_evidenced,C
1893,turn 5,absent,C
1893,turn 6,absent,C
1894,turn 1,not_evidenced,B
1894,turn 2,present,B
1894,turn 3,present,B
1894,turn 4,present,B
1894,turn 5,present,B
1894,turn 6,absent,B
1894,turn 7,absent,B
1894,turn 8,absent,B
1894,turn 9,present,B
1894,turn 10,present,B
1894,turn 11,present,B
1894,turn 12,absent,B
1895,turn 1,present,B
1895,turn 2,absent,B
1896,turn 1,present,A
1896,turn 2,present,A
1896,turn 3,absent,A
1896,turn 4,absent,A
1896,turn 5,absent,A
1897,turn 1,present,B
1897,turn 2,present,B
1897,turn 3,absent,B
1897,turn 4,present,B
1898,turn 1,not_evidenced,B
1898,turn 2,present,B
1898,turn 3,present,B
1898,turn 4,present,B
1898,turn 5,present,B
1898,turn 6,absent,B
1898,turn 7,present,B
1898,turn 8,present,B
1898,turn 9,absent,B
1899,turn 1,present,D
1899,turn 2,not_evidenced,D
1899,turn 3,present,D
1899,turn 4,absent,D
1899,turn 5,absent,D
1900,turn 1,present,A
1900,turn 2,present,A
1900,turn 3,present,A
1900,turn 4,present,A
1900,turn 5,present,A
1900,turn 6,present,A
1901,turn 1,present,A
1901,turn 2,absent,A
1902,turn 1,present,A
1902,turn 2,present,A
1902,turn 3,not_evidenced,A
1902,turn 4,present,A
1902,turn 5,present,A
1903,turn 1,present,D
1903,turn 2,present,D
1903,turn 3,present,D
1904,turn 1,present,C
1904,turn 2,absent,C
1904,turn 3,absent,C
1904,turn 4,absent,C
1905,turn 1,present,A
1905,turn 2,present,A
1905,turn 3,present,A
1905,turn 4,present,A
1905,turn 5,present,A
1905,turn 6,present,A
1905,turn 7,present,A
1905,turn 8,present,A
1906,turn 1,present,D
1906,turn 2,present,D
1906,turn 3,present,D
1906,turn 4,present,D
1906,turn 5,present,D
1906,turn 6,absent,D
1907,turn 1,present,C
1907,turn 2,absent,C
1907,turn 3,present,C
1907,turn 4,not_evidenced,C
1907,turn 5,absent,C
1907,turn 6,present,C
1907,turn 7,absent,C
1908,turn 1,present,F
1908,turn 2,present,F
1908,turn 3,present,F
1908,turn 4,present,F
1908,turn 5,present,F
1908,turn 6,present,F
1908,turn 7,present,F
1909,turn 1,present,B
1909,turn 2,present,B
1909,turn 3,present,B
1909,turn 4,absent,B
1909,turn 5,absent,B
1910,turn 1,not_evidenced,E
1910,turn 2,present,E
1910,turn 3,absent,E
1910,turn 4,absent,E
1910,turn 5,present,E
1911,turn 1,present,C
1911,turn 2,not_evidenced,C
1911,turn 3,present,C
1911,turn 4,present,C
1911,turn 5,present,C
1911,turn 6,present,C
1911,turn 7,present,C
1911,turn 8,present,C
1911,turn 9,absent,C
1911,turn 10,present,C
1912,turn 1,absent,A
1912,turn 2,not_evidenced,A
1913,turn 1,present,E
1913,turn 2,not_evidenced,E
1913,turn 3,present,E
1913,turn 4,present,E
1913,turn 5,present,E
1913,turn 6,present,E
1913,turn 7,present,E
1913,turn 8,present,E
1913,turn 9,present,E
1913,turn 10,present,E
1914,turn 1,absent,B
1914,turn 2,not_evidenced,B
1915,turn 1,present,D
1915,turn 2,absent,D
1915,turn 3,absent,D
1915,turn 4,present,D
1915,turn 5,absent,D
1915,turn 6,absent,D
1915,turn 7,absent,D
1916,turn 1,present,F
1916,turn 2,absent,F
1916,turn 3,present,F
1916,turn 4,absent,F
1916,turn 5,present,F
1916,turn 6,absent,F
1916,turn 7,absent,F
1916,turn 8,absent,F
1917,turn 1,present,D
1917,turn 2,absent,D
1917,turn 3,absent,D
1917,turn 4,present,D
1917,turn 5,absent,D
1918,turn 1,present,F
1918,turn 2,not_evidenced,F
1918,turn 3,absent,F
1918,turn 4,absent,F
1919,turn 1,present,F
1919,turn 2,absent,F
1919,turn 3,absent,F
1919,turn 4,absent,F
1919,turn 5,not_evidenced,F
1920,turn 1,present,E
1920,turn 2,present,E
1920,turn 3,present,E
1920,turn 4,present,E
1920,turn 5,not_evidenced,E
1920,turn 6,not_evidenced,E
1920,turn 7,present,E
1920,turn 8,absent,E
1921,turn 1,present,D
1921,turn 2,not_evidenced,D
1921,turn 3,not_evidenced,D
1921,turn 4,absent,D
1922,turn 1,present,B
1922,turn 2,present,B
1922,turn 3,absent,B
1923,turn 1,present,F
1923,turn 2,absent,F
1923,turn 3,not_evidenced,F
1924,turn 1,present,A
1924,turn 2,present,A
1924,turn 3,present,A
1924,turn 4,present,A
1924,turn 5,absent,A
1924,turn 6,not_evidenced,A
1924,turn 7,absent,A
1925,turn 1,present,B
1925,turn 2,absent,B
1925,turn 3,absent,B
1925,turn 4,absent,B
1925,turn 5,present,B
1925,turn 6,absent,B
1926,turn 1,present,A
1926,turn 2,absent,A
1926,turn 3,absent,A
1926,turn 4,absent,A
1926,turn 5,absent,A
1926,turn 6,present,A
1926,turn 7,present,A
1926,turn 8,absent,A
1926,turn 9,absent,A
1926,turn 10,absent,A
1926,turn 11,absent,A
1927,turn 1,present,F
1927,turn 2,absent,F
1927,turn 3,absent,F
1928,turn 1,present,A
1928,turn 2,absent,A
1928,turn 3,absent,A
1928,turn 4,absent,A
1929,turn 1,present,D
1929,turn 2,absent,D
1929,turn 3,present,D
1929,turn 4,present,D
1929,turn 5,absent,D
1930,turn 1,present,B
1930,turn 2,present,B
1930,turn 3,present,B
1930,turn 4,absent,B
1930,turn 5,not_evidenced,B
1931,turn 1,present,B
1931,turn 2,present,B
1931,turn 3,present,B
1932,turn 1,absent,A
1932,turn 2,present,A
1932,turn 3,present,A
1933,turn 1,absent,C
1933,turn 2,not_evidenced,C
1934,turn 1,present,C
1934,turn 2,present,C
1934,turn 3,absent,C
1934,turn 4,present,C
1934,turn 5,absent,C
1934,turn 6,absent,C
1934,turn 7,not_evidenced,C
1935,turn 1,present,B
1935,turn 2,present,B
1935,turn 3,absent,B
1936,turn 1,present,C
1936,turn 2,absent,C
1937,turn 1,present,A
1937,turn 2,present,A
1937,turn 3,present,A
1937,turn 4,not_evidenced,A
1937,turn 5,absent,A
1937,turn 6,absent,A
1938,turn 1,present,E
1938,turn 2,present,E
1938,turn 3,absent,E
1938,turn 4,not_evidenced,E
1938,turn 5,not_evidenced,E
1939,turn 1,present,E
1939,turn 2,present,E
1939,turn 3,present,E
1939,turn 4,absent,E
1940,turn 1,present,E
1940,turn 2,absent,E
1941,turn 1,present,A
1941,turn 2,present,A
1941,turn 3,absent,A
1941,turn 4,absent,A
1942,turn 1,present,B
1942,turn 2,absent,B
1942,turn 3,absent,B
1943,turn 1,present,B
1943,turn 2,absent,B
1943,turn 3,present,B
1943,turn 4,present,B
1943,turn 5,present,B
1943,turn 6,absent,B
1944,turn 1,present,B
1944,turn 2,absent,B
1944,turn 3,absent,B
1945,turn 1,absent,B
1945,turn 2,present,B
1945,turn 3,present,B
1945,turn 4,not_evidenced,B
1945,turn 5,absent,B
1945,turn 6,absent,B
1945,turn 7,absent,B
1945,turn 8,present,B
1945,turn 9,present,B
1945,turn 10,present,B
1946,turn 1,absent,F
1947,turn 1,absent,B
1948,turn 1,present,E
1948,turn 2,absent,E
1949,turn 1,absent,D
1949,turn 2,absent,D
1949,turn 3,present,D
1949,turn 4,present,D
1949,turn 5,present,D
1949,turn 6,absent,D
1949,turn 7,absent,D
1949,turn 8,absent,D
1950,turn 1,present,E
1950,turn 2,not_evidenced,E
1950,turn 3,not_evidenced,E
1950,turn 4,present,E
1950,turn 5,absent,E
1950,turn 6,present,E
1950,turn 7,present,E
1950,turn 8,present,E
1950,turn 9,present,E
1950,turn 10,absent,E
1951,turn 1,present,A
1951,turn 2,not_evidenced,A
1951,turn 3,not_evidenced,A
1951,turn 4,present,A
1951,turn 5,absent,A
1951,turn 6,absent,A
1951,turn 7,absent,A
1951,turn 8,absent,A
1952,turn 1,present,C
1952,turn 2,present,C
1952,turn 3,present,C
1952,turn 4,present,C
1952,turn 5,present,C
1952,turn 6,absent,C
1952,turn 7,present,C
1952,turn 8,present,C
1952,turn 9,present,C
1952,turn 10,present,C
1952,turn 11,present,C
1953,turn 1,present,A
1953,turn 2,present,A
1953,turn 3,present,A
1953,turn 4,present,A
1953,turn 5,present,A
1953,turn 6,present,A
1953,turn 7,present,A
1954,turn 1,present,D
1954,turn 2,present,D
1954,turn 3,present,D
1954,turn 4,present,D
1954,turn 5,present,D
1954,turn 6,present,D
1954,turn 7,absent,D
1954,turn 8,not_evidenced,D
1955,turn 1,present,C
1955,turn 2,absent,C
1955,turn 3,present,C
1955,turn 4,present,C
1955,turn 5,present,C
1955,turn 6,present,C
1955,turn 7,present,C
1955,turn 8,present,C
1955,turn 9,present,C
1955,turn 10,present,C
1955,turn 11,present,C
1956,turn 1,present,D
1956,turn 2,absent,D
1956,turn 3,absent,D
1956,turn 4,present,D
1956,turn 5,present,D
1956,turn 6,absent,D
1957,turn 1,present,D
1957,turn 2,present,D
1957,turn 3,present,D
1957,turn 4,present,D
1957,turn 5,present,D
1957,turn 6,present,D
1957,turn 7,present,D
1957,turn 8,present,D
1957,turn 9,present,D
1958,turn 1,present,B
1958,turn 2,present,B
1958,turn 3,absent,B
1958,turn 4,not_evidenced,B
1958,turn 5,present,B
1958,turn 6,present,B
1958,turn 7,present,B
1958,turn 8,absent,B
1959,turn 1,present,E
1959,turn 2,present,E
1959,turn 3,absent,E
1959,turn 4,absent,E
1960,turn 1,present,F
1960,turn 2,present,F
1960,turn 3,present,F
1960,turn 4,present,F
1960,turn 5,present,F
1960,turn 6,absent,F
1960,turn 7,present,F
1960,turn 8,absent,F
1960,turn 9,not_evidenced,F
1960,turn 10,not_evidenced,F
1961,turn 1,present,A
1961,turn 2,not_evidenced,A
1961,turn 3,absent,A
1961,turn 4,present,A
1961,turn 5,absent,A
1961,turn 6,absent,A
1961,turn 7,present,A
1961,turn 8,present,A
1961,turn 9,absent,A
1962,turn 1,not_evidenced,D
1962,turn 2,absent,D
1962,turn 3,not_evidenced,D
1962,turn 4,absent,D
1963,turn 1,not_evidenced,D
1963,turn 2,absent,D
1963,turn 3,absent,D
1964,turn 1,not_evidenced,D
1964,turn 2,present,D
1964,turn 3,present,D
1964,turn 4,absent,D
1964,turn 5,absent,D
1964,turn 6,absent,D
1964,turn 7,present,D
1964,turn 8,present,D
1965,turn 1,present,B
1965,turn 2,absent,B
1965,turn 3,not_evidenced,B
1966,turn 1,present,E
1966,turn 2,present,E
1966,turn 3,not_evidenced,E
1967,turn 1,present,D
1967,turn 2,present,D
1967,turn 3,absent,D
1968,turn 1,present,A
1968,turn 2,absent,A
1968,turn 3,absent,A
1968,turn 4,present,A
1968,turn 5,not_evidenced,A
1969,turn 1,present,E
1969,turn 2,present,E
1969,turn 3,present,E
1969,turn 4,not_evidenced,E
1970,turn 1,present,C
1970,turn 2,present,C
1970,turn 3,absent,C
1971,turn 1,present,A
1971,turn 2,absent,A
1971,turn 3,absent,A
1971,turn 4,absent,A
1971,turn 5,absent,A
1972,turn 1,present,A
1972,turn 2,absent,A
1972,turn 3,absent,A
1972,turn 4,absent,A
1973,turn 1,present,A
1973,turn 2,present,A
1973,turn 3,present,A
1973,turn 4,absent,A
1973,turn 5,absent,A
1973,turn 6,not_evidenced,A
1974,turn 1,present,A
1974,turn 2,absent,A
1974,turn 3,absent,A
1974,turn 4,absent,A
1974,turn 5,absent,A
1975,turn 1,present,F
1975,turn 2,present,F
1975,turn 3,absent,F
1975,turn 4,present,F
1976,turn 1,present,C
1976,turn 2,present,C
1976,turn 3,present,C
1976,turn 4,absent,C
1976,turn 5,absent,C
1977,turn 1,present,A
1977,turn 2,absent,A
1977,turn 3,present,A
1977,turn 4,absent,A
1977,turn 5,absent,A
1978,turn 1,present,F
1978,turn 2,present,F
1978,turn 3,absent,F
1979,turn 1,present,C
1979,turn 2,present,C
1979,turn 3,present,C
1979,turn 4,absent,C
1979,turn 5,present,C
1979,turn 6,absent,C
1980,turn 1,present,D
1980,turn 2,present,D
1980,turn 3,present,D
1980,turn 4,absent,D
1980,turn 5,present,D
1980,turn 6,absent,D
1980,turn 7,present,D
1980,turn 8,present,D
1980,turn 9,not_evidenced,D
1980,turn 10,present,D
1980,turn 11,present,D
1980,turn 12,not_evidenced,D
1981,turn 1,present,E
1981,turn 2,not_evidenced,E
1981,turn 3,present,E
1981,turn 4,present,E
1981,turn 5,absent,E
1981,turn 6,not_evidenced,E
1981,turn 7,not_evidenced,E
1981,turn 8,present,E
1981,turn 9,not_evidenced,E
1982,turn 1,present,B
1982,turn 2,absent,B
1982,turn 3,present,B
1982,turn 4,present,B
1982,turn 5,present,B
1982,turn 6,present,B
1982,turn 7,present,B
1982,turn 8,present,B
1983,turn 1,absent,B
1983,turn 2,absent,B
1984,turn 1,absent,C
1984,turn 2,present,C
1984,turn 3,present,C
1984,turn 4,absent,C
1984,turn 5,absent,C
1985,turn 1,not_evidenced,B
1985,turn 2,not_evidenced,B
1985,turn 3,present,B
1985,turn 4,present,B
1985,turn 5,present,B
1985,turn 6,absent,B
1985,turn 7,not_evidenced,B
1986,turn 1,not_evidenced,C
1986,turn 2,not_evidenced,C
1986,turn 3,present,C
1987,turn 1,absent,D
1987,turn 2,not_evidenced,D
1987,turn 3,absent,D
1988,turn 1,absent,A
1988,turn 2,present,A
1988,turn 3,absent,A
1989,turn 1,present,B
1989,turn 2,present,B
1989,turn 3,present,B
1989,turn 4,present,B
1989,turn 5,present,B
1989,turn 6,not_evidenced,B
1989,turn 7,absent,B
1990,turn 1,present,D
1990,turn 2,absent,D
1990,turn 3,absent,D
1990,turn 4,present,D
1990,turn 5,present,D
1990,turn 6,absent,D
1991,turn 1,present,C
1991,turn 2,present,C
1991,turn 3,absent,C
1991,turn 4,absent,C
1992,turn 1,present,A
1992,turn 2,present,A
1992,turn 3,present,A
1992,turn 4,absent,A
1993,turn 1,present,E
1993,turn 2,not_evidenced,E
1993,turn 3,absent,E
1993,turn 4,absent,E
1993,turn 5,present,E
1993,turn 6,present,E
1993,turn 7,absent,E
1993,turn 8,present,E
1993,turn 9,present,E
1993,turn 10,absent,E
1994,turn 1,present,F
1994,turn 2,not_evidenced,F
1994,turn 3,present,F
1994,turn 4,absent,F
1994,turn 5,absent,F
1994,turn 6,not_evidenced,F
1995,turn 1,present,A
1995,turn 2,absent,A
1995,turn 3,absent,A
1995,turn 4,absent,A
1995,turn 5,absent,A
1996,turn 1,present,B
1996,turn 2,not_evidenced,B
1996,turn 3,absent,B
1996,turn 4,absent,B
1996,turn 5,absent,B
1996,turn 6,not_evidenced,B
1997,turn 1,absent,F
1997,turn 2,absent,F
1998,turn 1,present,C
1998,turn 2,present,C
1998,turn 3,present,C
1998,turn 4,present,C
1998,turn 5,absent,C
1998,turn 6,absent,C
1998,turn 7,present,C
1998,turn 8,present,C
1998,turn 9,present,C
1998,turn 10,not_evidenced,C
1998,turn 11,absent,C
1998,turn 12,present,C
1998,turn 13,absent,C
1998,turn 14,not_evidenced,C
1999,turn 1,present,F
1999,turn 2,present,F
1999,turn 3,present,F
1999,turn 4,present,F
1999,turn 5,present,F
1999,turn 6,present,F
1999,turn 7,not_evidenced,F
2000,turn 1,present,B
2000,turn 2,present,B
2000,turn 3,present,B
2000,turn 4,absent,B
2000,turn 5,present,B
2000,turn 6,absent,B
2000,turn 7,absent,B
2000,turn 8,present,B
2000,turn 9,absent,B
2000,turn 10,absent,B
2001,turn 1,present,C
2001,turn 2,present,C
2001,turn 3,absent,C
2001,turn 4,absent,C
2002,turn 1,present,A
2002,turn 2,not_evidenced,A
2002,turn 3,present,A
2002,turn 4,present,A
2002,turn 5,present,A
2002,turn 6,present,A
2002,turn 7,absent,A
2005,turn 1,present,A
2005,turn 2,absent,A
2005,turn 3,absent,A
2005,turn 4,absent,A
2006,turn 1,present,E
2006,turn 2,not_evidenced,E
2006,turn 3,not_evidenced,E
2006,turn 4,absent,E
2006,turn 5,absent,E
2006,turn 6,absent,E
2006,turn 7,present,E
2006,turn 8,present,E
2006,turn 9,present,E
2006,turn 10,absent,E
2007,turn 1,present,A
2007,turn 2,present,A
2007,turn 3,absent,A
2007,turn 4,present,A
2007,turn 5,absent,A
2007,turn 6,absent,A
2007,turn 7,absent,A
2007,turn 8,present,A
2007,turn 9,present,A
2007,turn 10,present,A
2007,turn 11,absent,A
2008,turn 1,present,A
2008,turn 2,absent,A
2008,turn 3,present,A
2008,turn 4,present,A
2008,turn 5,present,A
2008,turn 6,present,A
2008,turn 7,absent,A
2009,turn 1,present,B
2009,turn 2,present,B
2009,turn 3,present,B
2009,turn 4,absent,B
2009,turn 5,absent,B
2010,turn 1,present,B
2010,turn 2,present,B
2010,turn 3,absent,B
2011,turn 1,not_evidenced,E
2011,turn 2,present,E
2011,turn 3,present,E
2011,turn 4,present,E
2011,turn 5,present,E
2011,turn 6,present,E
2011,turn 7,present,E
2011,turn 8,not_evidenced,E
2011,turn 9,present,E
2012,turn 1,present,D
2012,turn 2,not_evidenced,D
2012,turn 3,present,D
2012,turn 4,absent,D
2012,turn 5,absent,D
2013,turn 1,present,D
2013,turn 2,present,D
2013,turn 3,present,D
2013,turn 4,present,D
2013,turn 5,present,D
2013,turn 6,absent,D
2014,turn 1,present,A
2014,turn 2,not_evidenced,A
2014,turn 3,present,A
2014,turn 4,present,A
2014,turn 5,present,A
2014,turn 6,absent,A
2014,turn 7,absent,A
2014,turn 8,absent,A
2015,turn 1,present,A
2015,turn 2,present,A
2015,turn 3,absent,A
2016,turn 1,present,B
2016,turn 2,absent,B
2016,turn 3,not_evidenced,B
2016,turn 4,not_evidenced,B
2017,turn 1,not_evidenced,A
2017,turn 2,absent,A
2017,turn 3,not_evidenced,A
2017,turn 4,present,A
2017,turn 5,present,A
2017,turn 6,present,A
2017,turn 7,present,A
2017,turn 8,present,A
2017,turn 9,absent,A
2017,turn 10,not_evidenced,A
2018,turn 1,present,E
2018,turn 2,present,E
2018,turn 3,absent,E
2018,turn 4,absent,E
2019,turn 1,present,B
2019,turn 2,absent,B
2019,turn 3,present,B
2019,turn 4,present,B
2019,turn 5,present,B
2019,turn 6,present,B
2019,turn 7,absent,B
2019,turn 8,present,B
2019,turn 9,absent,B
2019,turn 10,absent,B
2020,turn 1,not_evidenced,D
2020,turn 2,present,D
2020,turn 3,present,D
2020,turn 4,absent,D
2020,turn 5,absent,D
2020,turn 6,not_evidenced,D
2021,turn 1,absent,B
2021,turn 2,present,B
2021,turn 3,present,B
2021,turn 4,present,B
2021,turn 5,absent,B
2021,turn 6,present,B
2022,turn 1,present,F
2022,turn 2,absent,F
2023,turn 1,not_evidenced,F
2023,turn 2,present,F
2024,turn 1,not_evidenced,C
2024,turn 2,present,C
2024,turn 3,present,C
2024,turn 4,absent,C
2024,turn 5,absent,C
2025,turn 1,present,B
2025,turn 2,present,B
2025,turn 3,present,B
2025,turn 4,present,B
2025,turn 5,present,B
2025,turn 6,present,B
2025,turn 7,present,B
2025,turn 8,present,B
2026,turn 1,present,D
2026,turn 2,present,D
2026,turn 3,present,D
2026,turn 4,present,D
2026,turn 5,present,D
2026,turn 6,present,D
2026,turn 7,present,D
2026,turn 8,present,D
2026,turn 9,absent,D
2026,turn 10,present,D
2027,turn 1,not_evidenced,A
2027,turn 2,absent,A
2027,turn 3,absent,A
2028,turn 1,not_evidenced,C
2028,turn 2,present,C
2028,turn 3,not_evidenced,C
2028,turn 4,not_evidenced,C
2028,turn 5,not_evidenced,C
2028,turn 6,not_evidenced,C
2028,turn 7,not_evidenced,C
2028,turn 8,absent,C
2029,turn 1,not_evidenced,A
2029,turn 2,absent,A
2029,turn 3,present,A
2029,turn 4,present,A
2030,turn 1,present,F
2030,turn 2,present,F
2030,turn 3,absent,F
2031,turn 1,present,D
2031,turn 2,present,D
2031,turn 3,absent,D
2031,turn 4,absent,D
2031,turn 5,absent,D
2031,turn 6,present,D
2031,turn 7,absent,D
2031,turn 8,present,D
2031,turn 9,absent,D
2031,turn 10,present,D
2031,turn 11,present,D
2031,turn 12,not_evidenced,D
2031,turn 13,absent,D
2031,turn 14,absent,D
2032,turn 1,present,F
2032,turn 2,absent,F
2032,turn 3,absent,F
2032,turn 4,absent,F
2032,turn 5,not_evidenced,F
2033,turn 1,present,B
2033,turn 2,present,B
2033,turn 3,not_evidenced,B
2033,turn 4,present,B
2033,turn 5,present,B
2033,turn 6,not_evidenced,B
2033,turn 7,not_evidenced,B
2034,turn 1,present,A
2034,turn 2,present,A
2034,turn 3,present,A
2034,turn 4,absent,A
2034,turn 5,present,A
2034,turn 6,absent,A
2034,turn 7,not_evidenced,A
2034,turn 8,absent,A
2034,turn 9,absent,A
2034,turn 10,present,A
2035,turn 1,present,F
2035,turn 2,absent,F
2035,turn 3,absent,F
2036,turn 1,absent,C
2036,turn 2,not_evidenced,C
2036,turn 3,not_evidenced,C
2036,turn 4,absent,C
2036,turn 5,not_evidenced,C
2036,turn 6,not_evidenced,C
2036,turn 7,absent,C
2036,turn 8,absent,C
2036,turn 9,not_evidenced,C
2036,turn 10,absent,C
2037,turn 1,present,A
2037,turn 2,present,A
2037,turn 3,not_evidenced,A
2037,turn 4,present,A
2037,turn 5,not_evidenced,A
2037,turn 6,absent,A
2037,turn 7,absent,A
2038,turn 1,present,B
2038,turn 2,not_evidenced,B
2038,turn 3,absent,B
2038,turn 4,not_evidenced,B
2038,turn 5,not_evidenced,B
2038,turn 6,present,B
2038,turn 7,absent,B
2039,turn 1,present,C
2039,turn 2,absent,C
2039,turn 3,not_evidenced,C
2039,turn 4,present,C
2039,turn 5,present,C
2039,turn 6,not_evidenced,C
2040,turn 1,present,B
2040,turn 2,not_evidenced,B
2040,turn 3,not_evidenced,B
2040,turn 4,absent,B
2041,turn 1,present,A
2041,turn 2,not_evidenced,A
2041,turn 3,present,A
2041,turn 4,present,A
2041,turn 5,present,A
2041,turn 6,present,A
2041,turn 7,not_evidenced,A
2042,turn 1,present,D
2042,turn 2,absent,D
2042,turn 3,absent,D
2043,turn 1,present,A
2043,turn 2,present,A
2043,turn 3,absent,A
2044,turn 1,present,B
2044,turn 2,absent,B
2044,turn 3,not_evidenced,B
2045,turn 1,present,F
2045,turn 2,absent,F
2045,turn 3,absent,F
2047,turn 1,present,B
2047,turn 2,present,B
2047,turn 3,absent,B
2047,turn 4,absent,B
2047,turn 5,present,B
2047,turn 6,absent,B
2047,turn 7,absent,B
2048,turn 1,present,D
2048,turn 2,absent,D
2048,turn 3,absent,D
2048,turn 4,present,D
2048,turn 5,present,D
2048,turn 6,present,D
2048,turn 7,present,D
2048,turn 8,present,D
2049,turn 1,not_evidenced,E
2049,turn 2,present,E
2049,turn 3,absent,E
2049,turn 4,not_evidenced,E
2050,turn 1,absent,F
2050,turn 2,not_evidenced,F
2051,turn 1,absent,E
2051,turn 2,absent,E
2051,turn 3,present,E
2051,turn 4,absent,E
2051,turn 5,not_evidenced,E
2052,turn 1,not_evidenced,A
2052,turn 2,present,A
2052,turn 3,absent,A
2052,turn 4,not_evidenced,A
2052,turn 5,not_evidenced,A
2053,turn 1,present,F
2053,turn 2,not_evidenced,F
